Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2511","Wheat and products","2018","2018","1000 t","1199","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2511","Wheat and products","2019","2019","1000 t","928","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2511","Wheat and products","2020","2020","1000 t","968","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2010","2010","1000 t","42","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2011","2011","1000 t","42","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2012","2012","1000 t","39","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2013","2013","1000 t","35","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2014","2014","1000 t","40","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2015","2015","1000 t","83","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2016","2016","1000 t","20","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2017","2017","1000 t","27","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2018","2018","1000 t","152","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2019","2019","1000 t","77","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2511","Wheat and products","2020","2020","1000 t","69","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2807","Rice and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2010","2010","1000 t","134","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2011","2011","1000 t","141","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2012","2012","1000 t","183","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2013","2013","1000 t","150","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2014","2014","1000 t","196","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2015","2015","1000 t","209","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2016","2016","1000 t","181","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2017","2017","1000 t","196","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2018","2018","1000 t","185","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2019","2019","1000 t","207","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2807","Rice and products","2020","2020","1000 t","195","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2010","2010","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2011","2011","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2012","2012","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2013","2013","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2014","2014","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2016","2016","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2017","2017","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2018","2018","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2019","2019","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2807","Rice and products","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2010","2010","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2011","2011","1000 t","29","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2012","2012","1000 t","32","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2013","2013","1000 t","41","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2014","2014","1000 t","39","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2015","2015","1000 t","40","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2016","2016","1000 t","38","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2017","2017","1000 t","49","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2018","2018","1000 t","47","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2019","2019","1000 t","67","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2513","Barley and products","2020","2020","1000 t","84","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2010","2010","1000 t","234","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2011","2011","1000 t","465","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2012","2012","1000 t","751","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2013","2013","1000 t","725","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2014","2014","1000 t","940","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2015","2015","1000 t","662","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2016","2016","1000 t","958","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2017","2017","1000 t","763","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2018","2018","1000 t","866","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2019","2019","1000 t","862","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2513","Barley and products","2020","2020","1000 t","529","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2513","Barley and products","2010","2010","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2513","Barley and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2513","Barley and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2513","Barley and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2513","Barley and products","2014","2014","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2513","Barley and products","2015","2015","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2513","Barley and products","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2513","Barley and products","2018","2018","1000 t","294","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2513","Barley and products","2020","2020","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2010","2010","1000 t","29","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2011","2011","1000 t","16","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2012","2012","1000 t","14","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2013","2013","1000 t","14","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2014","2014","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2015","2015","1000 t","26","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2016","2016","1000 t","30","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2017","2017","1000 t","37","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2018","2018","1000 t","17","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2514","Maize and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2010","2010","1000 t","532","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2011","2011","1000 t","568","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2012","2012","1000 t","606","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2013","2013","1000 t","584","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2014","2014","1000 t","710","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2015","2015","1000 t","669","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2016","2016","1000 t","835","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2017","2017","1000 t","976","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2018","2018","1000 t","839","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2019","2019","1000 t","797","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2514","Maize and products","2020","2020","1000 t","807","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2010","2010","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2011","2011","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2012","2012","1000 t","24","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2013","2013","1000 t","24","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2014","2014","1000 t","25","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2015","2015","1000 t","39","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2016","2016","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2017","2017","1000 t","63","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2018","2018","1000 t","50","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2019","2019","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2514","Maize and products","2020","2020","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2515","Rye and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2515","Rye and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2515","Rye and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2515","Rye and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2515","Rye and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2016","2016","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2018","2018","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2516","Oats","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2516","Oats","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2516","Oats","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2516","Oats","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2516","Oats","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2516","Oats","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2516","Oats","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2516","Oats","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2516","Oats","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2517","Millet and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2010","2010","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2011","2011","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2012","2012","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2014","2014","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2015","2015","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2016","2016","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2517","Millet and products","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2517","Millet and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2517","Millet and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2517","Millet and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2517","Millet and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2010","2010","1000 t","25","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2011","2011","1000 t","17","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2012","2012","1000 t","18","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2013","2013","1000 t","18","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2014","2014","1000 t","15","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2015","2015","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2018","2018","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5511","Production","F2518","Sorghum and products","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2010","2010","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2011","2011","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2012","2012","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2013","2013","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2014","2014","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2015","2015","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2016","2016","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2017","2017","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2018","2018","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2019","2019","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2518","Sorghum and products","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2518","Sorghum and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2518","Sorghum and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2518","Sorghum and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2518","Sorghum and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2518","Sorghum and products","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2518","Sorghum and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2010","2010","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2011","2011","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2012","2012","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2013","2013","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2014","2014","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2015","2015","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2016","2016","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2018","2018","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5611","Import Quantity","F2520","Cereals, Other","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2013","2013","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2014","2014","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","400","Jordan","5911","Export Quantity","F2520","Cereals, Other","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","398","Kazakhstan","5511","Production","F2511","Wheat and products","2010","2010","1000 t","9638","I","Imputed value"
"FBS","Food Balances (2010-)","398","Kazakhstan","5511","Production","F2511","Wheat and products","2011","2011","1000 t","22732","I","Imputed value"
"FBS","Food Balances (2010-)","398","Kazakhstan","5511","Production","F2511","Wheat and products","2012","2012","1000 t","9841","I","Imputed value"
"FBS","Food Balances (2010-)","398","Kazakhstan","5511","Production","F2511","Wheat and products","2013","2013","1000 t","13941","I","Imputed value"
"FBS","Food Balances (2010-)","398","Kazakhstan","5511","Production","F2511","Wheat and products","2014","2014","1000 t","12997","I","Imputed value"
